,Unit,Turn,B4,B2
11,"Thank you so much! I have found my calling in life and love being a mommy. I'm glad to help. Every little bit does count, and while I have downtime I do lots of online work to make a little bit of money. He will be in the hospital for the rest of September, he shattered his ankle in a car crash. He has epilepsy and had a breakthrough seizure. He is doing ok though, thank God, and thank you for your prayers and positive energy. ",5,1,20180904-083727_564_live
12,"I'm glad you found your calling. I work online and do on demand jobs as well. It started out due to illness, but I really like it. I like Turking, but I also like Microworkers, TextBroker (writing), and finding gigs on Upwork.com. Are there any good online work sites you'd recommend? I'm up for any job.",6,0,20180904-083727_564_live
13,"For now, I am just using Turk, but I have used other survey sites in the past. I get the best results and most consistent payments with Turking.",6,1,20180904-083727_564_live
14,"Oh so cool. When I was driving for uber last year, I drove a woman with epilepsy, who just began having seizures recently, and we were talking about remedies for her. I suggested the legal CBD oil as I began taking it for anxiety, and she said she would check it out. A lot of people have also been helped with legal marijuana, but I don't think that's available in GA. And that sucks.",7,0,20180904-083727_564_live
15,"Agreed. My husband is a strong supporter of CBD oil. He is trying to get approved for a medical marijuana card, because it helps him immensely.",7,1,20180904-083727_564_live
16,"Oh wow so cool. I know funds are low, but in the future are there any causes you feel strongly about that you would put your money behind?",8,0,20180904-083727_564_live
17,"Epilepsy and finding a cure, for sure.",8,1,20180904-083727_564_live
18,"Oh. Recently I've become interested in donating to people who are wrongfully incarcerated. I'd like to donate to their legal fees. Like you, I do believe in karma and goodness, but haven't really donated much. Matching your donation today makes me feel really good.",9,0,20180904-083727_564_live
19,"Well I'm glad that I was able to help today, even with a small amount.",9,1,20180904-083727_564_live
20,"Thank you so much, have a great day! And I'll truly keep your family in my prayers! I know your partner will heal sooner than expected!!",10,0,20180904-083727_564_live
21,Thank you! It was very nice speaking with you today.,10,1,20180904-083727_564_live
0,Hi! How are you doing today?,0,0,20180904-043300_214_live
1,I'm doing very well. Just recovering from the long weekend. How about yourself?,0,1,20180904-043300_214_live
2,I am doing well thank you and same here,1,0,20180904-043300_214_live
3,Awesome. What are some of your hobbies?,1,1,20180904-043300_214_live
4,"Well one hobby is volunteering. I wanted to talk to you about a charity Save the Children, have you heard of it?",2,0,20180904-043300_214_live
5,Only in name. I haven't heard too much about it though. Can you tell me more?,2,1,20180904-043300_214_live
6,"It is a charity that helps ensure children's rights to healthcare, education, safety, etc. all over the world ",3,0,20180904-043300_214_live
7,What do you do as a volunteer for this charity?,3,1,20180904-043300_214_live
8,"Well I volunteer for another nonprofit organization, but I guess I am a volunteer in a way trying to encourage people to donate money. even a few cents can add up!",4,0,20180904-043300_214_live
9,"Hmm, I see. Do you have information about their charity rating? How much of the donation will actually be used to help the children?",4,1,20180904-043300_214_live
10,The research team will collect all the donations and send it to Save the Children. It is a trustworthy organizaition that will use your donation to the fullest ,5,0,20180904-043300_214_live
11,I always like to see some report first. Maybe I will have to do some research first. Have you donated to them yourself?,5,1,20180904-043300_214_live
12,"You can find more information at their website,  URL  I actually have not yet.",6,0,20180904-043300_214_live
13,How did you come to find out about this charity?,6,1,20180904-043300_214_live
14,"This conversation actually, but any charity that helps children is alright in my book",7,0,20180904-043300_214_live
15,You never know though. I've heard of poorly run charities that misuse the donations. Like only 50% of your donation actually helps children. You gotta make sure your donation is helping the needy.,7,1,20180904-043300_214_live
16,"you are very right, and I wish I could give you more solid proof, but I do not hae it",8,0,20180904-043300_214_live
17,What is the other nonprofit that you support?,8,1,20180904-043300_214_live
18,A local one that helps children with trauma and hx of sexual abuse,9,0,20180904-043300_214_live
19,That's nice of you. Can't ever imagine hurting kids,9,1,20180904-043300_214_live
0,Hello! We should donate to Save the Children,0,0,20180904-082430_252_live
1,Hi!,0,1,20180904-082430_252_live
2,I think we should donate to Save the Children.,1,0,20180904-082430_252_live
3,"Maybe, what kind of charity is that?",1,1,20180904-082430_252_live
4,An international non-government program that helps support children in developing countries,2,0,20180904-082430_252_live
5,What kind of support do they provide for children?,2,1,20180904-082430_252_live
6,childrens rights and education,3,0,20180904-082430_252_live
7,Do they have programs in the US?,3,1,20180904-082430_252_live
8,"yes, they are supporting the Harvey victims in Texas",4,0,20180904-082430_252_live
9,"That's good, it was bad hurricane.  Are they a well-rated charity?  I've been burned in the past with some that waste too much money one marketing rather than help.",4,1,20180904-082430_252_live
10,They are. I understand wanting to make sure your contribution is helping and not paying for commercials,5,0,20180904-082430_252_live
11,"So if I were to donate, can I do it as one-time donation, or make a recurring monthly contribution?",5,1,20180904-082430_252_live
12,The research team will collect and forward it to the charity,6,0,20180904-082430_252_live
13,"If I were to donate outside of this though, could I do a monthly recurring donation?",6,1,20180904-082430_252_live
14,"Yes, they support monthly and one time donation on their website",7,0,20180904-082430_252_live
15,"That's good, do they take money orders or checks for donations?",7,1,20180904-082430_252_live
16,"credit card, debit card, and pay pal options",8,0,20180904-082430_252_live
17,"Ok, well I think I could donate half my earnings to this.",8,1,20180904-082430_252_live
18,"That is lovely, you are a very caring person. How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).",9,0,20180904-082430_252_live
19,I think I'll donate $1.,9,1,20180904-082430_252_live
20,thanks and have a great day,10,0,20180904-082430_252_live
0,hello how are you?,0,0,20180904-151613_546_live
1,I'm good. How is your day going?,0,1,20180904-151613_546_live
2,good. Would you like to donate to help save the children?,1,0,20180904-151613_546_live
